SKU,Nombre_Producto,Descripcion,Categoria,Subcategoria,Marca,Precio_Unitario_EUR,Costo_Unitario_EUR,Stock_Actual,Stock_Minimo,Ubicacion_Almacen,Proveedor_ID,Fecha_Ultima_Recepcion,Peso_Kg,Dimensiones_cm_LxAxH,Color,Material,Estado_Producto
PROD-LIB-1613,No Ficción PequesLeen Eum Eco534,Quia eveniet odio molestias nulla consequuntur cumque veniam neque nam.,Libros,No Ficción,PequesLeen,2486.88,1421.14,246,40,D2-S4-B1,PROV-018,2025-03-01,8.07,15x23x3,N/A,Madera,Descontinuado
PROD-LIB-1614,Académico PequesLeen Ab Pro276,Doloremque enim facilis laborum nulla ipsam.,Libros,Académico,PequesLeen,1952.09,728.21,732,48,C4-S5-B3,PROV-003,2024-11-18,16.04,15x23x3,N/A,Aluminio,Bajo Pedido
PROD-ELE-1615,TV ConnectPhone Ducimus Pro690,Illum fugit nemo illum perferendis accusamus temporibus cupiditate ullam suscipit delectus quo.,Electrónica,TV,ConnectPhone,1022.75,345.26,132,25,A1-S8-B4,PROV-012,2024-08-06,9.94,83x72x44,Verde,Silicona,Activo
PROD-ROP-1616,Calzado Elegance Laudantium Eco292,Minus labore sed ducimus quo dolores hic at explicabo modi ullam ipsum blanditiis.,Ropa,Calzado,Elegance,2486.63,1316.03,481,46,A3-S2-B3,PROV-028,2024-04-06,14.65,13x54x17,Transparente,Cuero,Activo
PROD-HOG-1617,Limpieza MuebleRústico Eos Pro422,Fuga nulla reprehenderit quae harum reiciendis asperiores consequuntur quo similique.,Hogar,Limpieza,MuebleRústico,591.52,338.52,554,30,D5-S5-B3,PROV-001,2024-05-08,7.65,47x43x30,Verde,Vidrio,Activo
PROD-ALI-1618,Congelado QuickBite Illo Pro710,Eius alias consequatur earum tenetur laudantium quae animi.,Alimentación,Congelado,QuickBite,1796.77,825.4,999,50,B2-S9-B3,PROV-030,2024-07-03,20.46,23x47x7,N/A,N/A,Activo
PROD-ALI-1619,Congelado SaborNatural Laborum Pro389,Officia quae quidem soluta voluptatem impedit dignissimos dignissimos doloribus veritatis maxime ad odit.,Alimentación,Congelado,SaborNatural,57.8,30.75,76,19,A4-S9-B3,PROV-032,2024-04-03,11.07,32x31x10,N/A,N/A,Descontinuado
PROD-HOG-1620,Limpieza CleanFast Suscipit Eco122,Inventore numquam saepe corporis doloremque molestiae ipsam ex omnis.,Hogar,Limpieza,CleanFast,1146.52,369.05,67,34,B2-S2-B3,PROV-045,2025-02-22,10.33,33x69x21,Azul,Plástico,Descontinuado
PROD-ELE-1621,Computadoras VisionPlus Natus 830,Facere voluptatum laborum recusandae architecto ad recusandae suscipit totam labore consectetur omnis.,Electrónica,Computadoras,VisionPlus,855.33,269.05,283,30,D2-S1-B5,PROV-003,2024-12-22,5.95,57x77x5,Rojo,Vidrio,Bajo Pedido
PROD-ROP-1622,Pantalones Elegance Tempore 676,Odit unde assumenda qui laborum culpa.,Ropa,Pantalones,Elegance,104.75,62.32,639,31,B2-S3-B4,PROV-012,2024-11-17,20.44,91x24x27,Negro,Algodón,Descontinuado
PROD-HOG-1623,Limpieza MuebleRústico Blanditiis 80,Modi id praesentium architecto voluptate architecto odit facilis.,Hogar,Limpieza,MuebleRústico,917.42,337.21,119,47,C4-S3-B5,PROV-040,2024-04-16,11.79,83x58x15,Verde,Madera,Activo
PROD-JUG-1624,Peluches ConstruBlock Corporis XL360,Aut repudiandae totam molestiae similique cumque id animi qui minima voluptas officiis recusandae.,Juguetes,Peluches,ConstruBlock,1802.1,1130.13,250,50,D1-S1-B1,PROV-028,2024-07-07,9.81,29x46x44,Gris,Cuero,Activo
PROD-ALI-1625,Snacks QuickBite Laudantium 657,Omnis ad reprehenderit id autem ipsa enim.,Alimentación,Snacks,QuickBite,158.7,73.36,661,40,B3-S7-B2,PROV-011,2024-11-09,4.12,44x10x48,N/A,N/A,Descontinuado
PROD-ALI-1626,Congelado SaborNatural Labore Basic469,Quasi porro temporibus unde voluptas facilis dolorem ratione optio a dolorem deleniti.,Alimentación,Congelado,SaborNatural,2394.95,1364.17,660,14,D2-S5-B1,PROV-009,2024-11-25,18.15,34x60x20,N/A,N/A,Bajo Pedido
PROD-ALI-1627,Conservas SaborNatural Quam Basic717,Quae et rem omnis fugit iste atque harum unde nobis deserunt.,Alimentación,Conservas,SaborNatural,2036.98,1185.4,556,12,C2-S2-B4,PROV-046,2024-09-10,6.58,11x12x39,N/A,N/A,Descontinuado
PROD-ROP-1628,Pantalones UrbanStyle Fuga XL451,Pariatur architecto velit magnam delectus alias suscipit magnam soluta recusandae.,Ropa,Pantalones,UrbanStyle,912.78,488.91,919,36,B1-S8-B5,PROV-043,2024-07-10,24.38,46x39x38,Amarillo,Madera,Bajo Pedido
PROD-COS-1629,Cabello ColorVibrante At Eco134,Corrupti reprehenderit natus vero hic sequi.,Cosmética,Cabello,ColorVibrante,1749.98,874.22,443,13,A3-S4-B2,PROV-014,2024-07-31,21.95,36x56x37,Plateado,Metal,Activo
PROD-HOG-1630,Decoración CleanFast Sapiente XL635,Doloremque occaecati provident voluptas delectus voluptates.,Hogar,Decoración,CleanFast,10.84,3.54,459,11,A3-S7-B5,PROV-032,2024-06-07,19.19,98x15x45,Multicolor,Algodón,Bajo Pedido
PROD-ELE-1631,Móviles ConnectPhone Minima Pro678,Harum ullam eaque reiciendis provident reprehenderit mollitia laboriosam.,Electrónica,Móviles,ConnectPhone,1969.55,1159.15,149,30,C1-S6-B1,PROV-039,2025-02-28,16.55,24x76x9,Negro,Algodón,Próximamente
PROD-ROP-1632,Camisetas Elegance Iste XL925,Eos assumenda ea suscipit blanditiis quis.,Ropa,Camisetas,Elegance,2086.75,1318.82,136,47,A3-S6-B2,PROV-018,2025-01-22,9.76,86x43x39,Naranja,Aluminio,Bajo Pedido
PROD-ELE-1633,Computadoras TechNova Maxime XL960,Fugit vero quod laudantium blanditiis quidem.,Electrónica,Computadoras,TechNova,960.79,451.54,364,34,D2-S10-B3,PROV-029,2024-08-24,12.1,27x44x39,Blanco,Cuero,Bajo Pedido
PROD-LIB-1634,Académico MundoLiterario Maxime Basic783,Culpa sunt neque voluptatem quas voluptas suscipit.,Libros,Académico,MundoLiterario,758.35,275.0,359,14,B2-S8-B2,PROV-018,2024-04-19,15.21,15x23x2,N/A,Madera,Próximamente
PROD-ELE-1635,Accesorios TechNova Quidem Eco229,Quo laboriosam odit et cumque harum alias minus sapiente nihil cum amet repudiandae id.,Electrónica,Accesorios,TechNova,656.34,407.2,391,43,B5-S8-B4,PROV-040,2024-09-28,22.16,85x36x29,Transparente,Madera,Descontinuado
PROD-HOG-1636,Decoración DecoHome Nihil Basic444,Consequuntur eum id at saepe itaque placeat ipsum.,Hogar,Decoración,DecoHome,2160.11,1167.13,756,19,C5-S5-B5,PROV-028,2025-02-10,11.44,17x72x24,Gris,Vidrio,Descontinuado
PROD-HOG-1637,Cocina CocinaFácil Autem XL687,Distinctio voluptatem illo blanditiis praesentium similique numquam commodi eos quae molestias omnis.,Hogar,Cocina,CocinaFácil,173.71,55.04,56,45,C5-S2-B4,PROV-009,2025-01-04,0.92,98x73x10,Blanco,Poliéster,Próximamente
PROD-ELE-1638,Accesorios VisionPlus Non Eco658,Ipsam molestias vero laborum similique incidunt.,Electrónica,Accesorios,VisionPlus,1992.54,992.97,771,13,D5-S5-B4,PROV-017,2024-07-22,2.25,7x46x10,Multicolor,Aluminio,Descontinuado
PROD-COS-1639,Maquillaje ColorVibrante Ipsam XL638,Vitae ad veniam perspiciatis soluta expedita.,Cosmética,Maquillaje,ColorVibrante,2062.18,1223.15,957,24,C3-S1-B5,PROV-007,2024-04-03,22.82,52x46x49,Verde,Plástico,Activo
PROD-ELE-1640,Móviles VisionPlus Dolor 168,Ex eum maiores sapiente quisquam dolore.,Electrónica,Móviles,VisionPlus,1249.12,845.69,178,27,D3-S5-B5,PROV-035,2024-04-27,12.96,60x63x26,Verde,Cuero,Bajo Pedido
PROD-ELE-1641,Computadoras TechNova Laudantium 300,Explicabo expedita ducimus perspiciatis sed sed.,Electrónica,Computadoras,TechNova,68.54,43.55,385,50,B5-S10-B1,PROV-043,2024-12-02,15.93,75x8x12,Transparente,Plástico,Descontinuado
PROD-ELE-1642,Móviles VisionPlus Culpa Pro336,Sapiente laboriosam inventore quasi itaque aperiam cumque necessitatibus nemo doloribus quam occaecati.,Electrónica,Móviles,VisionPlus,2451.99,1521.37,960,14,A2-S5-B3,PROV-034,2024-11-21,5.81,12x56x42,Plateado,Silicona,Activo
PROD-LIB-1643,Revistas Ediciones Saber Maiores XL497,Soluta iusto veritatis quos nisi rem aperiam velit soluta ex suscipit consequatur.,Libros,Revistas,Ediciones Saber,778.3,339.08,571,19,C1-S2-B4,PROV-022,2024-08-06,3.84,15x23x5,N/A,Plástico,Bajo Pedido
PROD-HOG-1644,Decoración CleanFast Quod XL538,Beatae veniam quasi voluptas blanditiis autem ipsam maxime.,Hogar,Decoración,CleanFast,2164.32,990.0,824,36,A1-S8-B5,PROV-024,2024-06-12,7.25,38x36x27,Blanco,Algodón,Bajo Pedido
PROD-ELE-1645,TV TechNova Sint Basic715,Qui quo totam ad odit ad ipsam ex illum ipsam.,Electrónica,TV,TechNova,761.32,289.39,798,46,B1-S1-B2,PROV-016,2024-08-20,6.12,72x52x13,Verde,Algodón,Próximamente
PROD-ELE-1646,Computadoras ConnectPhone Ullam Pro513,Qui est totam dolore unde necessitatibus.,Electrónica,Computadoras,ConnectPhone,546.91,246.9,596,14,B5-S4-B2,PROV-039,2025-01-04,21.98,66x8x23,Blanco,Metal,Bajo Pedido
PROD-ELE-1647,Audio TechNova Autem Pro703,Error ipsa similique rerum earum totam unde a.,Electrónica,Audio,TechNova,871.75,596.2,477,33,C5-S5-B3,PROV-023,2024-06-09,2.12,59x71x12,Azul,Cuero,Descontinuado
PROD-JUG-1648,Construcción DivertiKids Consequuntur Eco301,Tenetur sequi sequi possimus a maxime vel.,Juguetes,Construcción,DivertiKids,1335.76,535.31,315,19,D3-S2-B2,PROV-032,2024-07-04,18.26,47x35x29,Verde,Algodón,Descontinuado
PROD-HOG-1649,Decoración DecoHome Eius Eco659,Eos assumenda iusto maxime ut in doloremque id.,Hogar,Decoración,DecoHome,1056.52,392.88,283,19,D5-S8-B3,PROV-032,2024-06-10,16.4,81x22x32,Azul,Cuero,Próximamente
PROD-COS-1650,Maquillaje BellaPiel Ea Pro702,Voluptatem magni unde ad quasi eaque fuga eligendi soluta deleniti sint eligendi.,Cosmética,Maquillaje,BellaPiel,2498.44,1105.59,677,38,B1-S8-B2,PROV-003,2024-08-29,22.24,56x45x18,Blanco,Silicona,Descontinuado
PROD-ELE-1651,Audio TechNova Temporibus Basic93,Ratione harum id voluptatem ipsa veniam tempora blanditiis impedit in minima.,Electrónica,Audio,TechNova,1446.04,900.14,384,20,C1-S4-B3,PROV-001,2025-01-17,19.21,82x17x18,Azul,Plástico,Bajo Pedido
PROD-LIB-1652,Ficción MundoLiterario Vero XL102,Odit adipisci eos quia perspiciatis debitis eos consequuntur atque nostrum.,Libros,Ficción,MundoLiterario,1401.76,491.66,968,48,D5-S7-B5,PROV-006,2024-05-31,17.45,15x23x5,N/A,Vidrio,Próximamente
PROD-COS-1653,Cuidado Facial AromaEsencial Eum Pro212,Saepe recusandae enim dolore iusto architecto labore vitae qui corporis quisquam eaque.,Cosmética,Cuidado Facial,AromaEsencial,2040.53,942.8,521,21,C4-S6-B3,PROV-016,2024-12-07,12.71,55x17x33,Negro,Metal,Descontinuado
PROD-ELE-1654,Móviles ConnectPhone Repellendus XL287,Deserunt aliquid hic quod temporibus mollitia laudantium ad quia dolorum rerum dolore molestias a.,Electrónica,Móviles,ConnectPhone,1272.48,573.56,822,15,C2-S4-B5,PROV-016,2024-10-09,4.18,37x71x18,Azul,Papel,Descontinuado
PROD-LIB-1655,Infantil MundoLiterario Explicabo Eco261,Ad dicta nostrum laboriosam labore eligendi.,Libros,Infantil,MundoLiterario,1766.94,1063.44,147,43,C1-S5-B3,PROV-049,2024-04-11,8.95,15x23x4,N/A,Cuero,Descontinuado
PROD-ALI-1656,Bebidas SaborNatural Dolorum Basic118,Perspiciatis nostrum magnam laborum nulla minima eaque ex fugiat atque magnam dolores dignissimos.,Alimentación,Bebidas,SaborNatural,2277.92,1532.08,971,39,A4-S9-B5,PROV-016,2024-05-22,6.76,95x80x32,N/A,N/A,Bajo Pedido
PROD-JUG-1657,Exterior ConstruBlock Libero 932,Quidem praesentium necessitatibus voluptatum commodi atque odio facere iure tempora fugit odio vitae.,Juguetes,Exterior,ConstruBlock,161.61,51.15,395,32,B5-S2-B1,PROV-014,2025-03-06,22.02,18x18x14,Azul,Cerámica,Bajo Pedido
PROD-COS-1658,Cuidado Facial ColorVibrante Magnam XL787,Hic incidunt placeat cum aperiam vel consectetur soluta cupiditate odio quas.,Cosmética,Cuidado Facial,ColorVibrante,1013.94,701.6,488,28,B2-S9-B3,PROV-024,2024-12-02,0.4,75x25x12,Blanco,Aluminio,Descontinuado
PROD-COS-1659,Cuidado Facial BellaPiel Velit XL760,Harum quaerat ut qui sit occaecati dignissimos quis consequuntur.,Cosmética,Cuidado Facial,BellaPiel,1715.3,787.78,418,23,A1-S5-B4,PROV-024,2024-11-01,13.55,55x54x9,Transparente,Silicona,Activo
PROD-ALI-1660,Bebidas DeliciasGourmet Eveniet Eco834,Quas maiores fugiat mollitia non esse sequi est rerum sint vero.,Alimentación,Bebidas,DeliciasGourmet,926.34,463.07,689,50,C5-S6-B3,PROV-022,2024-04-24,12.32,5x14x38,N/A,N/A,Próximamente
PROD-ALI-1661,Congelado QuickBite Modi Pro59,Atque in nesciunt cupiditate corporis accusamus ducimus necessitatibus reprehenderit similique amet asperiores.,Alimentación,Congelado,QuickBite,273.4,152.19,804,37,B4-S1-B2,PROV-039,2024-12-03,6.84,9x50x12,N/A,N/A,Activo
PROD-ELE-1662,Móviles AudioMax Sunt 644,Accusamus voluptate doloribus reprehenderit quod aperiam minima hic deleniti soluta molestias laborum ex animi.,Electrónica,Móviles,AudioMax,859.72,582.61,356,14,D5-S3-B3,PROV-003,2024-06-07,3.59,97x18x19,Plateado,Cerámica,Activo
PROD-COS-1663,Cuidado Corporal ColorVibrante Ducimus Pro47,Dolorum accusamus placeat deleniti possimus distinctio hic ratione.,Cosmética,Cuidado Corporal,ColorVibrante,2321.63,970.77,818,45,A1-S5-B1,PROV-037,2024-07-04,4.6,71x38x25,Rojo,Cerámica,Bajo Pedido
PROD-JUG-1664,Exterior ConstruBlock Vel Basic942,Sed commodi ipsum delectus itaque impedit quasi consectetur ab accusamus illo.,Juguetes,Exterior,ConstruBlock,1266.95,776.6,948,12,C5-S8-B3,PROV-031,2024-08-02,14.52,93x11x38,Amarillo,Algodón,Bajo Pedido
PROD-HOG-1665,Cocina CleanFast Temporibus Eco612,Tempore tempora dolor adipisci repellendus amet eaque nostrum aspernatur non cum.,Hogar,Cocina,CleanFast,2307.82,1006.42,493,38,C1-S7-B5,PROV-046,2024-11-01,5.5,15x16x33,Rojo,Vidrio,Descontinuado
PROD-ELE-1666,TV ConnectPhone Perspiciatis Basic456,Labore maiores nemo quas necessitatibus voluptatum illo repellendus eum provident et voluptatibus.,Electrónica,TV,ConnectPhone,557.9,244.91,933,43,C5-S10-B5,PROV-030,2024-04-10,11.74,62x50x29,Azul,Cuero,Próximamente
PROD-ELE-1667,Accesorios AudioMax Aperiam Eco626,Exercitationem nihil ullam sint sapiente ab recusandae molestias fugit fugiat minima quos.,Electrónica,Accesorios,AudioMax,196.59,73.85,462,20,A4-S2-B4,PROV-043,2024-04-23,10.65,87x13x34,Rojo,Plástico,Bajo Pedido
PROD-COS-1668,Perfumes BellaPiel Vel Pro446,Itaque sequi nulla at earum quaerat deleniti placeat error fugiat.,Cosmética,Perfumes,BellaPiel,2157.11,1281.62,499,16,C1-S5-B1,PROV-023,2024-12-29,22.54,69x61x24,Gris,Papel,Descontinuado
PROD-ROP-1669,Pantalones UrbanStyle Officiis 887,Praesentium commodi ratione eius numquam odio ullam ducimus est natus inventore ullam.,Ropa,Pantalones,UrbanStyle,1449.88,611.26,536,49,C1-S5-B5,PROV-001,2024-10-03,16.27,39x18x29,Plateado,Silicona,Próximamente
PROD-ELE-1670,TV ConnectPhone Natus 698,Molestiae temporibus itaque voluptatem necessitatibus repellat.,Electrónica,TV,ConnectPhone,1980.7,597.17,461,25,C4-S6-B5,PROV-020,2024-08-12,3.08,12x43x25,Blanco,Plástico,Descontinuado
PROD-COS-1671,Cabello AromaEsencial Vero Basic44,Nam veritatis numquam exercitationem rem ullam.,Cosmética,Cabello,AromaEsencial,726.73,306.11,537,41,D4-S8-B2,PROV-016,2024-11-28,15.83,100x67x43,Naranja,Papel,Descontinuado
PROD-ELE-1672,Audio ConnectPhone Reiciendis XL676,Voluptate ut suscipit ab perferendis qui laudantium aperiam perspiciatis possimus ipsum velit.,Electrónica,Audio,ConnectPhone,853.25,476.12,275,23,A5-S6-B5,PROV-003,2024-04-18,12.12,45x41x26,Multicolor,Poliéster,Activo
PROD-HOG-1673,Decoración MuebleRústico Aperiam XL525,Commodi ipsam quos cum sunt nobis id illo magnam vitae eveniet.,Hogar,Decoración,MuebleRústico,2404.33,1210.77,210,33,A3-S6-B4,PROV-008,2024-05-21,0.26,13x38x23,Multicolor,Cuero,Próximamente
PROD-ELE-1674,TV AudioMax Sunt XL945,Aspernatur inventore a reiciendis sunt recusandae quibusdam.,Electrónica,TV,AudioMax,1296.38,904.56,38,24,C2-S4-B1,PROV-049,2025-03-06,10.93,55x42x21,Amarillo,Cerámica,Próximamente
PROD-COS-1675,Maquillaje BellaPiel Provident 278,Aliquid corrupti animi dignissimos quae sequi repudiandae est dignissimos.,Cosmética,Maquillaje,BellaPiel,811.71,469.3,989,23,B5-S3-B1,PROV-040,2025-03-25,11.33,8x43x30,Rojo,Cerámica,Activo
PROD-LIB-1676,Infantil MundoLiterario Mollitia Basic156,Veritatis blanditiis exercitationem modi maxime ducimus ut nulla.,Libros,Infantil,MundoLiterario,1599.92,603.0,591,34,A1-S4-B2,PROV-011,2024-12-02,21.65,15x23x1,N/A,Cuero,Descontinuado
PROD-JUG-1677,Exterior ConstruBlock Ut Pro808,Placeat voluptas voluptates corrupti itaque temporibus cumque optio doloremque praesentium placeat.,Juguetes,Exterior,ConstruBlock,1395.55,746.53,732,35,C3-S4-B2,PROV-045,2024-05-24,16.64,100x59x35,Verde,Aluminio,Bajo Pedido
PROD-ROP-1678,Abrigos UrbanStyle Excepturi 251,Dicta fugiat voluptas corporis impedit accusamus adipisci aspernatur.,Ropa,Abrigos,UrbanStyle,529.44,304.86,834,28,A5-S2-B2,PROV-017,2024-06-26,17.15,25x32x13,Negro,Silicona,Próximamente
PROD-JUG-1679,Muñecas EduPlay Incidunt Pro274,Iste cumque odio esse reprehenderit porro quis beatae minus officiis optio porro corporis.,Juguetes,Muñecas,EduPlay,2216.86,914.32,854,13,D4-S1-B5,PROV-038,2024-12-01,16.13,46x39x13,Verde,Plástico,Bajo Pedido
PROD-COS-1680,Cuidado Facial AromaEsencial Eaque Basic696,Voluptatum quo eius non pariatur corrupti ullam voluptatibus eaque doloribus dolores ratione impedit.,Cosmética,Cuidado Facial,AromaEsencial,939.94,358.02,439,11,A3-S3-B3,PROV-019,2024-04-28,17.15,51x28x32,Multicolor,Cuero,Activo
PROD-ALI-1681,Bebidas QuickBite Deleniti Basic688,Tempora vitae praesentium reiciendis perspiciatis dicta rem rem.,Alimentación,Bebidas,QuickBite,1657.37,1153.33,773,26,D3-S9-B4,PROV-019,2024-04-18,9.13,9x51x48,N/A,N/A,Activo
PROD-ALI-1682,Conservas SaborNatural Commodi XL910,Necessitatibus reprehenderit expedita velit omnis quae deleniti in.,Alimentación,Conservas,SaborNatural,382.41,209.51,219,37,A4-S10-B4,PROV-047,2024-06-16,17.45,74x60x11,N/A,N/A,Descontinuado
PROD-ROP-1683,Abrigos UrbanStyle Impedit Eco916,Officiis perferendis animi voluptates mollitia dolore officiis.,Ropa,Abrigos,UrbanStyle,2181.14,1135.26,32,45,D2-S8-B2,PROV-011,2024-10-28,11.86,86x44x26,Gris,Cerámica,Descontinuado
PROD-LIB-1684,Ficción PequesLeen Assumenda Basic788,Accusamus excepturi inventore distinctio similique accusamus totam odio perferendis.,Libros,Ficción,PequesLeen,265.79,120.27,968,45,C5-S10-B1,PROV-037,2024-08-17,21.62,15x23x2,N/A,Silicona,Próximamente
PROD-LIB-1685,Infantil MundoLiterario Sunt XL660,Commodi ex culpa molestias laboriosam sapiente necessitatibus eius repellat placeat maxime nobis explicabo.,Libros,Infantil,MundoLiterario,1101.96,406.74,309,32,C1-S1-B1,PROV-023,2025-03-02,16.02,15x23x1,N/A,Poliéster,Próximamente
PROD-COS-1686,Cabello BellaPiel Id Eco630,Quam iusto earum ut assumenda blanditiis placeat mollitia dignissimos delectus ut.,Cosmética,Cabello,BellaPiel,1006.33,618.23,339,44,C4-S4-B2,PROV-047,2025-02-03,15.68,52x67x43,Azul,Vidrio,Próximamente
PROD-ELE-1687,TV ConnectPhone Assumenda 993,Repudiandae officiis hic neque tempora reprehenderit eius necessitatibus doloremque.,Electrónica,TV,ConnectPhone,1975.44,597.2,134,43,A5-S5-B2,PROV-022,2025-02-15,6.65,33x12x18,Negro,Vidrio,Bajo Pedido
PROD-ELE-1688,Accesorios ConnectPhone Error XL410,Assumenda adipisci ipsam culpa quisquam aspernatur enim.,Electrónica,Accesorios,ConnectPhone,2061.52,1298.32,651,42,C2-S5-B1,PROV-012,2024-11-10,21.82,12x38x35,Negro,Vidrio,Próximamente
PROD-JUG-1689,Exterior DivertiKids Omnis Eco40,Quasi deserunt et porro velit eum repudiandae necessitatibus repellendus distinctio ab.,Juguetes,Exterior,DivertiKids,2306.88,1105.64,279,43,B4-S4-B3,PROV-045,2024-09-18,20.88,16x49x10,Transparente,Metal,Próximamente
PROD-ELE-1690,Accesorios TechNova Maxime Basic846,Sapiente quae maiores illo facilis voluptates repudiandae.,Electrónica,Accesorios,TechNova,1629.88,980.1,512,46,D3-S5-B5,PROV-003,2024-07-09,15.52,57x45x19,Gris,Algodón,Bajo Pedido
PROD-JUG-1691,Construcción EduPlay Tenetur Eco430,Laboriosam nemo consectetur eligendi repellendus ipsam ullam esse.,Juguetes,Construcción,EduPlay,1310.31,552.28,951,39,B3-S9-B4,PROV-007,2024-05-15,12.73,37x12x39,Negro,Poliéster,Bajo Pedido
PROD-HOG-1692,Cocina CleanFast Sit XL870,Odio architecto doloremque fuga corrupti debitis voluptatem quaerat iure saepe minus deleniti.,Hogar,Cocina,CleanFast,1985.86,1180.5,448,38,C3-S4-B5,PROV-041,2024-09-21,21.86,27x74x8,Blanco,Cerámica,Bajo Pedido
PROD-JUG-1693,Exterior ConstruBlock Eum Eco170,Nostrum nesciunt quidem ut eius labore accusamus neque velit sapiente earum voluptates eius.,Juguetes,Exterior,ConstruBlock,1365.43,925.03,198,21,D2-S1-B3,PROV-024,2024-04-14,1.76,8x70x4,Plateado,Metal,Bajo Pedido
PROD-ALI-1694,Snacks DeliciasGourmet Voluptas Pro265,Deleniti ipsam officiis eveniet ab tempore nulla neque.,Alimentación,Snacks,DeliciasGourmet,460.12,166.46,158,33,A1-S6-B1,PROV-035,2024-09-09,11.5,54x62x14,N/A,N/A,Próximamente
PROD-JUG-1695,Construcción ConstruBlock Vero XL403,Inventore animi quas dolorum dolores porro nulla reprehenderit.,Juguetes,Construcción,ConstruBlock,751.5,463.42,326,11,D3-S6-B4,PROV-014,2025-03-27,7.3,56x53x43,Transparente,Algodón,Descontinuado
PROD-ROP-1696,Pantalones ModaFlex Culpa Basic491,Vel delectus quo porro earum debitis similique odit ex mollitia.,Ropa,Pantalones,ModaFlex,1673.87,1005.07,169,33,C3-S5-B5,PROV-007,2024-11-27,23.58,65x68x29,Amarillo,Silicona,Próximamente
PROD-HOG-1697,Decoración DecoHome Ab 115,Quo iure enim quam consectetur consequuntur totam maiores beatae esse ea quibusdam quasi.,Hogar,Decoración,DecoHome,942.83,408.15,976,20,D3-S1-B5,PROV-008,2024-05-26,16.96,79x72x29,Multicolor,Cuero,Activo
PROD-ALI-1698,Fresco SaborNatural Libero Pro757,Esse laboriosam enim in laudantium repellat praesentium numquam tempore quis sit.,Alimentación,Fresco,SaborNatural,323.87,206.11,754,19,A4-S10-B4,PROV-047,2024-05-24,15.71,70x39x4,N/A,N/A,Descontinuado
PROD-ALI-1699,Congelado QuickBite Minus XL84,Quas iure vitae sed recusandae molestiae similique sed distinctio quisquam.,Alimentación,Congelado,QuickBite,1981.77,1073.08,255,42,D4-S4-B2,PROV-034,2024-07-05,19.86,52x14x34,N/A,N/A,Activo
PROD-COS-1700,Perfumes AromaEsencial Assumenda Pro741,Repudiandae voluptate ut iste vitae laboriosam.,Cosmética,Perfumes,AromaEsencial,273.6,147.04,745,16,C5-S7-B4,PROV-017,2024-12-18,12.25,98x64x25,Multicolor,Cerámica,Descontinuado
PROD-HOG-1701,Muebles CocinaFácil Fugit Pro433,Dolor aliquid cum reprehenderit praesentium earum ad molestias.,Hogar,Muebles,CocinaFácil,620.26,289.95,467,21,B1-S7-B5,PROV-014,2024-08-04,10.09,70x65x38,Rojo,Metal,Próximamente
PROD-LIB-1702,Revistas MundoLiterario Iusto Eco894,Necessitatibus cumque enim iusto nobis occaecati libero perferendis quidem nemo.,Libros,Revistas,MundoLiterario,2145.64,696.4,747,23,C2-S2-B3,PROV-042,2024-11-29,5.57,15x23x3,N/A,Cerámica,Próximamente
PROD-ALI-1703,Bebidas SaborNatural Doloribus 370,Fugit maxime excepturi assumenda magni aperiam.,Alimentación,Bebidas,SaborNatural,896.94,538.75,90,13,C5-S5-B2,PROV-041,2024-05-08,9.25,18x46x45,N/A,N/A,Activo
PROD-ELE-1704,Audio AudioMax Illum 193,Nesciunt blanditiis doloremque eos quaerat laudantium esse temporibus ea fuga.,Electrónica,Audio,AudioMax,981.65,438.13,963,21,B4-S9-B5,PROV-018,2025-01-17,8.92,19x48x41,Naranja,Papel,Próximamente
PROD-ELE-1705,Audio VisionPlus Libero 625,Voluptatum nobis molestias aperiam officia vel nihil deserunt voluptatibus architecto officiis unde.,Electrónica,Audio,VisionPlus,645.64,447.28,529,21,C1-S7-B5,PROV-025,2024-06-13,22.15,61x41x47,Naranja,Cerámica,Descontinuado
PROD-ELE-1706,Móviles AudioMax Id Eco693,Delectus ipsa rem asperiores ea sint vero sequi exercitationem.,Electrónica,Móviles,AudioMax,2078.33,1246.26,825,30,A1-S4-B3,PROV-038,2024-10-25,21.8,13x35x40,Amarillo,Cerámica,Bajo Pedido
PROD-LIB-1707,Ficción PequesLeen Quos XL984,Quasi unde placeat ab cumque sit.,Libros,Ficción,PequesLeen,771.89,286.97,250,30,A2-S10-B4,PROV-002,2024-06-26,14.87,15x23x5,N/A,Silicona,Descontinuado
PROD-ELE-1708,TV TechNova Eos Basic96,Reprehenderit amet neque repudiandae illum facilis dicta illum corporis rerum repudiandae facere.,Electrónica,TV,TechNova,2157.61,816.6,291,33,C3-S9-B4,PROV-002,2025-03-31,14.58,78x77x46,Rojo,Aluminio,Bajo Pedido
PROD-JUG-1709,Muñecas DivertiKids Veritatis Pro2,Illum excepturi veritatis odit laboriosam dignissimos id dolorem beatae.,Juguetes,Muñecas,DivertiKids,725.8,456.61,70,40,C5-S1-B3,PROV-012,2024-08-02,8.49,29x61x20,Transparente,Aluminio,Próximamente
