ID_Detalle_Venta,ID_Venta,ID_Cliente,SKU_Producto,Fecha_Hora_Venta,Cantidad,Precio_Unitario_Venta_EUR,Descuento_Aplicado_Porc,Precio_Total_Linea_EUR,Metodo_Pago,ID_Vendedor,ID_Tienda_o_Canal,Impuestos_IVA_EUR,Costo_Envio_Aplicado_EUR,Estado_Pedido,Numero_Seguimiento_Envio,Moneda
DET01582,VNT-2025-1249-1099,CL1490,PROD-COS-1484,2024-05-14 14:28:09,4,339.46,0.15,1154.16,PayPal,VEND10,TIENDA-BOG,242.37,0,Enviado,TRK748359384CO,USD
DET01583,VNT-2025-1249-1099,CL1490,PROD-JUG-0482,2024-05-14 14:28:09,2,404.66,0.1,728.39,PayPal,VEND10,TIENDA-BOG,152.96,0,Enviado,TRK748359384CO,USD
DET01584,VNT-2025-1249-1100,CL0265,PROD-COS-1054,2024-09-06 16:30:14,1,424.35,0.1,381.92,PayPal,VEND08,TIENDA-BOG,80.2,0,Procesando,,ARS
DET01585,VNT-2025-1249-1101,CL0453,PROD-ELE-0744,2024-10-08 07:43:11,2,412.9,0.05,784.51,Tarjeta Débito,VEND08,TIENDA-MAD,164.75,0,Cancelado,,COP
DET01586,VNT-2025-1249-1102,CL0528,PROD-LIB-1208,2024-05-06 16:52:23,3,276.12,0.1,745.52,Bizum,VEND07,APP,156.56,0,Cancelado,,ARS
DET01587,VNT-2025-1249-1102,CL0528,PROD-COS-1077,2024-05-06 16:52:23,5,54.08,0.1,243.36,Bizum,VEND07,APP,51.11,0,Cancelado,,ARS
DET01588,VNT-2025-1249-1103,CL1615,PROD-ALI-1554,2024-10-19 18:01:02,2,400.53,0.05,761.01,Bizum,VEND09,ONLINE,159.81,21.63,Devuelto,,ARS
DET01589,VNT-2025-1249-1103,CL1615,PROD-ELE-0588,2024-10-19 18:01:02,3,340.28,0.0,1020.84,Bizum,VEND09,ONLINE,214.38,21.63,Devuelto,,ARS
DET01590,VNT-2025-1249-1103,CL1615,PROD-HOG-1225,2024-10-19 18:01:02,5,106.4,0.0,532.0,Bizum,VEND09,ONLINE,111.72,21.63,Devuelto,,ARS
DET01591,VNT-2025-1249-1104,CL0139,PROD-COS-0546,2024-10-30 21:56:46,3,81.69,0.15,208.31,Bizum,VEND13,APP,43.75,0,Enviado,TRK203415412US,EUR
DET01592,VNT-2025-1249-1104,CL0139,PROD-ALI-0518,2024-10-30 21:56:46,2,382.57,0.15,650.37,Bizum,VEND13,APP,136.58,0,Enviado,TRK203415412US,EUR
DET01593,VNT-2025-1249-1105,CL1252,PROD-JUG-1995,2024-08-28 16:20:28,2,408.64,0.05,776.42,Contra Reembolso,VEND14,TIENDA-BCN,163.05,0,Cancelado,,MXN
DET01594,VNT-2025-1249-1106,CL0528,PROD-LIB-1035,2024-12-11 06:08:04,2,62.51,0.2,100.02,Tarjeta Débito,VEND03,TELEFONO,21.0,0,Entregado,TRK304124214CO,ARS
DET01595,VNT-2025-1249-1107,CL1228,PROD-LIB-1370,2024-06-18 00:57:55,1,409.19,0.15,347.81,Transferencia,VEND09,TIENDA-BOG,73.04,0,Entregado,TRK339222047CO,EUR
DET01596,VNT-2025-1249-1108,CL0540,PROD-LIB-1906,2024-07-03 09:23:07,1,132.93,0.1,119.64,Contra Reembolso,VEND01,TIENDA-MEX,25.12,0,Pendiente Pago,,ARS
DET01597,VNT-2025-1249-1108,CL0540,PROD-ROP-0700,2024-07-03 09:23:07,5,142.49,0.2,569.96,Contra Reembolso,VEND01,TIENDA-MEX,119.69,0,Pendiente Pago,,ARS
DET01598,VNT-2025-1249-1109,CL1282,PROD-JUG-0138,2024-08-14 04:54:26,2,377.42,0.05,717.1,Tarjeta Crédito,VEND13,TIENDA-BOG,150.59,0,Cancelado,,USD
DET01599,VNT-2025-1249-1110,CL0308,PROD-ROP-1742,2025-03-19 18:18:11,2,296.31,0.1,533.36,Transferencia,VEND10,TIENDA-MEX,112.01,0,Entregado,TRK262736047ES,ARS
DET01600,VNT-2025-1249-1110,CL0308,PROD-ELE-1460,2025-03-19 18:18:11,1,360.52,0.15,306.44,Transferencia,VEND10,TIENDA-MEX,64.35,0,Entregado,TRK262736047ES,ARS
DET01601,VNT-2025-1249-1110,CL0308,PROD-HOG-1748,2025-03-19 18:18:11,4,115.95,0.0,463.8,Transferencia,VEND10,TIENDA-MEX,97.4,0,Entregado,TRK262736047ES,ARS
DET01602,VNT-2025-1249-1111,CL0835,PROD-JUG-0632,2025-03-23 22:28:48,4,436.8,0.0,1747.2,Bizum,VEND03,TELEFONO,366.91,0,Devuelto,,COP
DET01603,VNT-2025-1249-1112,CL0079,PROD-JUG-0360,2025-03-20 13:28:43,4,308.25,0.15,1048.05,Tarjeta Crédito,VEND10,TIENDA-BOG,220.09,0,Pendiente Pago,,ARS
DET01604,VNT-2025-1249-1113,CL0325,PROD-ALI-0152,2024-05-04 00:59:53,1,372.2,0.15,316.37,Tarjeta Débito,VEND03,APP,66.44,0,Cancelado,,ARS
DET01605,VNT-2025-1249-1114,CL1466,PROD-LIB-1490,2025-02-17 00:02:53,3,15.44,0.05,44.0,Transferencia,VEND15,APP,9.24,0,Procesando,,USD
DET01606,VNT-2025-1249-1115,CL1139,PROD-ELE-0662,2024-08-31 06:05:53,5,233.98,0.15,994.41,Efectivo,VEND09,TIENDA-MEX,208.83,0,Enviado,TRK712544002ES,EUR
DET01607,VNT-2025-1249-1115,CL1139,PROD-JUG-0826,2024-08-31 06:05:53,5,321.36,0.1,1446.12,Efectivo,VEND09,TIENDA-MEX,303.69,0,Enviado,TRK712544002ES,EUR
DET01608,VNT-2025-1249-1116,CL0573,PROD-HOG-1082,2024-06-22 08:12:24,3,408.87,0.1,1103.95,Efectivo,VEND05,APP,231.83,0,Procesando,,ARS
DET01609,VNT-2025-1249-1117,CL0682,PROD-COS-0824,2025-03-08 03:37:08,4,221.71,0.1,798.16,Efectivo,VEND01,TIENDA-BOG,167.61,0,Devuelto,,MXN
DET01610,VNT-2025-1249-1117,CL0682,PROD-ELE-1358,2025-03-08 03:37:08,2,84.63,0.0,169.26,Efectivo,VEND01,TIENDA-BOG,35.54,0,Devuelto,,MXN
DET01611,VNT-2025-1249-1118,CL0697,PROD-ROP-1954,2025-03-04 23:35:47,2,421.84,0.0,843.68,Contra Reembolso,VEND12,TIENDA-BOG,177.17,0,Devuelto,,EUR
DET01612,VNT-2025-1249-1118,CL0697,PROD-ALI-1081,2025-03-04 23:35:47,3,475.46,0.1,1283.74,Contra Reembolso,VEND12,TIENDA-BOG,269.59,0,Devuelto,,EUR
DET01613,VNT-2025-1249-1119,CL0040,PROD-ALI-0561,2024-04-26 20:23:32,1,116.79,0.0,116.79,Efectivo,VEND03,TELEFONO,24.53,0,Enviado,TRK480358252MX,USD
DET01614,VNT-2025-1249-1120,CL1930,PROD-JUG-1907,2025-03-03 04:42:05,4,134.66,0.0,538.64,Tarjeta Débito,VEND05,TIENDA-BOG,113.11,0,Devuelto,,MXN
DET01615,VNT-2025-1249-1121,CL0038,PROD-LIB-1445,2024-12-19 14:08:05,2,193.23,0.0,386.46,Transferencia,VEND15,TIENDA-BCN,81.16,0,Procesando,,USD
DET01616,VNT-2025-1249-1122,CL0838,PROD-ALI-0077,2025-03-01 04:42:43,5,250.34,0.05,1189.12,Contra Reembolso,VEND15,TIENDA-MEX,249.72,0,Entregado,TRK527351038MX,USD
DET01617,VNT-2025-1249-1123,CL1066,PROD-LIB-1409,2024-05-16 05:42:06,4,258.34,0.05,981.69,Tarjeta Crédito,VEND05,TIENDA-MEX,206.15,0,Enviado,TRK813097720ES,ARS
DET01618,VNT-2025-1249-1123,CL1066,PROD-COS-0001,2024-05-16 05:42:06,3,452.45,0.2,1085.88,Tarjeta Crédito,VEND05,TIENDA-MEX,228.03,0,Enviado,TRK813097720ES,ARS
DET01619,VNT-2025-1249-1124,CL0471,PROD-ALI-0858,2024-06-02 00:21:40,2,492.98,0.05,936.66,PayPal,VEND08,ONLINE,196.7,24.71,Enviado,TRK909887880US,ARS
DET01620,VNT-2025-1249-1125,CL1156,PROD-ALI-1611,2024-07-14 10:04:15,3,259.07,0.2,621.77,Transferencia,VEND05,TIENDA-MEX,130.57,0,Devuelto,,COP
DET01621,VNT-2025-1249-1126,CL1610,PROD-ELE-1156,2024-09-14 18:32:03,4,499.81,0.2,1599.39,Bizum,VEND_ONLINE,ONLINE,335.87,14.17,Entregado,TRK186231791US,COP
DET01622,VNT-2025-1249-1127,CL0059,PROD-ALI-0617,2024-10-28 23:54:30,2,322.14,0.2,515.42,Transferencia,VEND11,APP,108.24,0,Procesando,,ARS
DET01623,VNT-2025-1249-1128,CL0069,PROD-LIB-1017,2024-08-18 17:34:18,3,94.97,0.0,284.91,Contra Reembolso,VEND05,ONLINE,59.83,13.56,Entregado,TRK249885563US,USD
DET01624,VNT-2025-1249-1128,CL0069,PROD-ROP-1042,2024-08-18 17:34:18,3,23.49,0.0,70.47,Contra Reembolso,VEND05,ONLINE,14.8,13.56,Entregado,TRK249885563US,USD
DET01625,VNT-2025-1249-1128,CL0069,PROD-ALI-0905,2024-08-18 17:34:18,2,26.14,0.0,52.28,Contra Reembolso,VEND05,ONLINE,10.98,13.56,Entregado,TRK249885563US,USD
DET01626,VNT-2025-1249-1129,CL1614,PROD-LIB-1399,2024-08-28 00:09:32,4,434.8,0.15,1478.32,Tarjeta Débito,VEND05,TIENDA-MEX,310.45,0,Pendiente Pago,,EUR
DET01627,VNT-2025-1249-1129,CL1614,PROD-JUG-0750,2024-08-28 00:09:32,3,257.15,0.0,771.45,Tarjeta Débito,VEND05,TIENDA-MEX,162.0,0,Pendiente Pago,,EUR
DET01628,VNT-2025-1249-1129,CL1614,PROD-ALI-0617,2024-08-28 00:09:32,5,263.31,0.15,1119.07,Tarjeta Débito,VEND05,TIENDA-MEX,235.0,0,Pendiente Pago,,EUR
DET01629,VNT-2025-1249-1129,CL1614,PROD-ALI-1699,2024-08-28 00:09:32,5,394.5,0.05,1873.88,Tarjeta Débito,VEND05,TIENDA-MEX,393.51,0,Pendiente Pago,,EUR
DET01630,VNT-2025-1249-1129,CL1614,PROD-HOG-1013,2024-08-28 00:09:32,5,402.89,0.05,1913.73,Tarjeta Débito,VEND05,TIENDA-MEX,401.88,0,Pendiente Pago,,EUR
DET01631,VNT-2025-1249-1129,CL1614,PROD-LIB-0801,2024-08-28 00:09:32,5,327.02,0.15,1389.83,Tarjeta Débito,VEND05,TIENDA-MEX,291.86,0,Pendiente Pago,,EUR
DET01632,VNT-2025-1249-1129,CL1614,PROD-LIB-1801,2024-08-28 00:09:32,4,335.71,0.0,1342.84,Tarjeta Débito,VEND05,TIENDA-MEX,282.0,0,Pendiente Pago,,EUR
DET01633,VNT-2025-1249-1129,CL1614,PROD-JUG-1794,2024-08-28 00:09:32,5,56.84,0.05,269.99,Tarjeta Débito,VEND05,TIENDA-MEX,56.7,0,Pendiente Pago,,EUR
DET01634,VNT-2025-1249-1130,CL0660,PROD-ROP-0182,2024-09-25 07:20:03,3,7.82,0.05,22.29,Tarjeta Crédito,VEND13,APP,4.68,0,Devuelto,,ARS
DET01635,VNT-2025-1249-1131,CL1242,PROD-COS-1686,2024-11-27 02:23:55,2,53.47,0.0,106.94,Tarjeta Débito,VEND12,TIENDA-MAD,22.46,0,Procesando,,EUR
DET01636,VNT-2025-1249-1131,CL1242,PROD-ALI-1037,2024-11-27 02:23:55,3,106.18,0.0,318.54,Tarjeta Débito,VEND12,TIENDA-MAD,66.89,0,Procesando,,EUR
DET01637,VNT-2025-1249-1132,CL1099,PROD-ALI-1111,2024-06-02 10:02:16,3,173.36,0.0,520.08,Transferencia,VEND_ONLINE,TELEFONO,109.22,0,Entregado,TRK651906453ES,MXN
DET01638,VNT-2025-1249-1133,CL0791,PROD-ELE-1670,2024-05-10 16:38:47,4,279.97,0.05,1063.89,Transferencia,VEND03,TELEFONO,223.42,0,Cancelado,,USD
DET01639,VNT-2025-1249-1133,CL0791,PROD-LIB-0390,2024-05-10 16:38:47,2,479.65,0.05,911.33,Transferencia,VEND03,TELEFONO,191.38,0,Cancelado,,USD
DET01640,VNT-2025-1249-1134,CL0957,PROD-COS-0854,2024-10-07 00:29:25,3,86.79,0.05,247.35,Bizum,VEND15,ONLINE,51.94,17.25,Cancelado,,ARS
DET01641,VNT-2025-1249-1135,CL0416,PROD-JUG-0575,2025-02-09 01:30:40,5,358.3,0.1,1612.35,Contra Reembolso,VEND01,TIENDA-MAD,338.59,0,Enviado,TRK729035021ES,COP
DET01642,VNT-2025-1249-1135,CL0416,PROD-HOG-1131,2025-02-09 01:30:40,5,287.51,0.1,1293.8,Contra Reembolso,VEND01,TIENDA-MAD,271.7,0,Enviado,TRK729035021ES,COP
DET01643,VNT-2025-1249-1136,CL1939,PROD-HOG-0881,2024-06-19 21:01:52,4,427.23,0.15,1452.58,Tarjeta Crédito,VEND15,TIENDA-MAD,305.04,0,Enviado,TRK323140540CO,EUR
DET01644,VNT-2025-1249-1137,CL1564,PROD-LIB-0743,2024-06-05 16:02:42,2,167.57,0.0,335.14,Efectivo,VEND09,TELEFONO,70.38,0,Entregado,TRK568976973CO,ARS
DET01645,VNT-2025-1249-1138,CL0803,PROD-ROP-0959,2025-01-05 08:13:57,4,148.73,0.0,594.92,Tarjeta Crédito,VEND10,ONLINE,124.93,7.25,Enviado,TRK136500742US,EUR
DET01646,VNT-2025-1249-1139,CL1382,PROD-HOG-1442,2025-03-08 05:56:53,5,267.62,0.15,1137.38,Tarjeta Débito,VEND07,TIENDA-MAD,238.85,0,Devuelto,,MXN
DET01647,VNT-2025-1249-1140,CL0270,PROD-ALI-0376,2024-11-08 20:50:39,2,486.4,0.1,875.52,Contra Reembolso,VEND10,TELEFONO,183.86,0,Procesando,,COP
DET01648,VNT-2025-1249-1141,CL0885,PROD-ALI-0566,2025-03-07 19:23:00,1,98.92,0.1,89.03,Tarjeta Débito,VEND02,ONLINE,18.7,5.73,Pendiente Pago,,USD
DET01649,VNT-2025-1249-1141,CL0885,PROD-JUG-1995,2025-03-07 19:23:00,3,26.93,0.0,80.79,Tarjeta Débito,VEND02,ONLINE,16.97,5.73,Pendiente Pago,,USD
DET01650,VNT-2025-1249-1142,CL0848,PROD-ALI-0657,2025-01-02 05:02:33,3,257.81,0.05,734.76,Tarjeta Débito,VEND01,TIENDA-BOG,154.3,0,Entregado,TRK487040767ES,ARS
DET01651,VNT-2025-1249-1142,CL0848,PROD-LIB-0557,2025-01-02 05:02:33,1,442.91,0.2,354.33,Tarjeta Débito,VEND01,TIENDA-BOG,74.41,0,Entregado,TRK487040767ES,ARS
DET01652,VNT-2025-1249-1143,CL0269,PROD-JUG-1386,2024-12-16 21:18:32,2,290.84,0.05,552.6,Transferencia,VEND_ONLINE,TIENDA-MAD,116.05,0,Entregado,TRK495049260ES,USD
DET01653,VNT-2025-1249-1144,CL0565,PROD-JUG-0210,2025-03-10 13:08:03,3,260.95,0.15,665.42,Tarjeta Débito,VEND05,ONLINE,139.74,0.43,Procesando,,ARS
DET01654,VNT-2025-1249-1145,CL1226,PROD-COS-1726,2024-08-22 16:01:11,3,124.2,0.2,298.08,Contra Reembolso,VEND02,TELEFONO,62.6,0,Devuelto,,MXN
DET01655,VNT-2025-1249-1146,CL1329,PROD-ALI-1038,2024-12-02 01:23:41,1,164.73,0.1,148.26,Contra Reembolso,VEND10,APP,31.13,0,Devuelto,,EUR
DET01656,VNT-2025-1249-1147,CL0699,PROD-ELE-1045,2025-03-14 14:19:16,4,8.23,0.2,26.34,Contra Reembolso,VEND04,TIENDA-BOG,5.53,0,Devuelto,,USD
DET01657,VNT-2025-1249-1148,CL1816,PROD-COS-0044,2024-12-27 00:41:46,5,42.04,0.0,210.2,Efectivo,VEND_ONLINE,ONLINE,44.14,23.71,Devuelto,,COP
DET01658,VNT-2025-1249-1148,CL1816,PROD-ALI-0542,2024-12-27 00:41:46,4,252.24,0.15,857.62,Efectivo,VEND_ONLINE,ONLINE,180.1,23.71,Devuelto,,COP
DET01659,VNT-2025-1249-1149,CL0443,PROD-ROP-1495,2024-12-31 04:31:51,4,360.42,0.0,1441.68,Tarjeta Débito,VEND05,ONLINE,302.75,19.1,Pendiente Pago,,ARS
DET01660,VNT-2025-1249-1149,CL0443,PROD-HOG-0470,2024-12-31 04:31:51,4,293.43,0.0,1173.72,Tarjeta Débito,VEND05,ONLINE,246.48,19.1,Pendiente Pago,,ARS
DET01661,VNT-2025-1249-1150,CL1078,PROD-HOG-1505,2024-10-14 21:23:13,5,322.01,0.2,1288.04,Contra Reembolso,VEND09,TIENDA-BOG,270.49,0,Entregado,TRK228716182MX,ARS
DET01662,VNT-2025-1249-1150,CL1078,PROD-LIB-0211,2024-10-14 21:23:13,2,141.56,0.15,240.65,Contra Reembolso,VEND09,TIENDA-BOG,50.54,0,Entregado,TRK228716182MX,ARS
DET01663,VNT-2025-1249-1150,CL1078,PROD-ROP-0239,2024-10-14 21:23:13,4,15.38,0.0,61.52,Contra Reembolso,VEND09,TIENDA-BOG,12.92,0,Entregado,TRK228716182MX,ARS
DET01664,VNT-2025-1249-1150,CL1078,PROD-HOG-0687,2024-10-14 21:23:13,3,24.49,0.1,66.12,Contra Reembolso,VEND09,TIENDA-BOG,13.89,0,Entregado,TRK228716182MX,ARS
DET01665,VNT-2025-1249-1150,CL1078,PROD-ALI-0164,2024-10-14 21:23:13,4,70.2,0.2,224.64,Contra Reembolso,VEND09,TIENDA-BOG,47.17,0,Entregado,TRK228716182MX,ARS
DET01666,VNT-2025-1249-1151,CL1875,PROD-LIB-0844,2024-06-20 16:04:41,4,34.26,0.05,130.19,Efectivo,VEND_ONLINE,ONLINE,27.34,5.85,Pendiente Pago,,COP
DET01667,VNT-2025-1249-1152,CL0209,PROD-COS-0725,2024-11-14 19:11:27,5,209.4,0.05,994.65,Efectivo,VEND05,TIENDA-BCN,208.88,0,Pendiente Pago,,USD
DET01668,VNT-2025-1249-1153,CL1712,PROD-ALI-0686,2024-06-18 09:50:18,3,347.79,0.15,886.86,Bizum,VEND07,TIENDA-MEX,186.24,0,Pendiente Pago,,MXN
DET01669,VNT-2025-1249-1154,CL1730,PROD-LIB-0801,2024-07-13 04:57:59,4,499.43,0.15,1698.06,Transferencia,VEND05,TIENDA-BOG,356.59,0,Devuelto,,MXN
DET01670,VNT-2025-1249-1155,CL1977,PROD-ALI-0817,2024-06-18 07:39:32,4,481.07,0.2,1539.42,Contra Reembolso,VEND14,TIENDA-BCN,323.28,0,Enviado,TRK221026541US,USD
DET01671,VNT-2025-1249-1155,CL1977,PROD-ELE-1667,2024-06-18 07:39:32,5,128.34,0.1,577.53,Contra Reembolso,VEND14,TIENDA-BCN,121.28,0,Enviado,TRK221026541US,USD
DET01672,VNT-2025-1249-1156,CL0927,PROD-HOG-1980,2024-10-26 11:01:30,3,356.76,0.1,963.25,Transferencia,VEND09,ONLINE,202.28,15.63,Pendiente Pago,,MXN
DET01673,VNT-2025-1249-1157,CL0528,PROD-ROP-1934,2024-12-14 16:06:15,4,481.1,0.15,1635.74,Transferencia,VEND15,TIENDA-MEX,343.51,0,Cancelado,,MXN
DET01674,VNT-2025-1249-1158,CL0900,PROD-HOG-0811,2024-11-13 06:48:39,5,149.15,0.2,596.6,Contra Reembolso,VEND12,TIENDA-BCN,125.29,0,Pendiente Pago,,USD
DET01675,VNT-2025-1249-1159,CL1141,PROD-COS-1680,2024-05-08 12:07:28,1,424.27,0.2,339.42,Tarjeta Crédito,VEND07,TIENDA-MAD,71.28,0,Enviado,TRK418630371ES,USD
DET01676,VNT-2025-1249-1159,CL1141,PROD-LIB-0319,2024-05-08 12:07:28,4,280.89,0.15,955.03,Tarjeta Crédito,VEND07,TIENDA-MAD,200.56,0,Enviado,TRK418630371ES,USD
DET01677,VNT-2025-1249-1160,CL1484,PROD-LIB-0237,2024-12-23 09:13:57,5,246.42,0.15,1047.28,Tarjeta Débito,VEND13,TIENDA-MAD,219.93,0,Pendiente Pago,,COP
DET01678,VNT-2025-1249-1161,CL1759,PROD-ELE-1462,2024-10-26 20:30:03,4,36.66,0.0,146.64,Bizum,VEND09,ONLINE,30.79,15.95,Procesando,,USD
DET01679,VNT-2025-1249-1162,CL0664,PROD-ROP-1768,2025-01-15 02:19:19,3,54.29,0.0,162.87,Transferencia,VEND11,TIENDA-BCN,34.2,0,Devuelto,,USD
DET01680,VNT-2025-1249-1163,CL1861,PROD-ELE-1083,2024-06-12 04:25:10,5,58.71,0.05,278.87,Efectivo,VEND09,TIENDA-MAD,58.56,0,Pendiente Pago,,COP
DET01681,VNT-2025-1249-1164,CL0690,PROD-ALI-1258,2024-08-06 22:39:20,4,50.13,0.15,170.44,Transferencia,VEND07,TIENDA-BCN,35.79,0,Cancelado,,ARS
DET01682,VNT-2025-1249-1165,CL1631,PROD-JUG-1418,2024-11-03 10:33:50,5,317.68,0.15,1350.14,Tarjeta Débito,VEND08,TIENDA-MEX,283.53,0,Pendiente Pago,,USD
DET01683,VNT-2025-1249-1166,CL0572,PROD-HOG-1260,2024-12-24 11:16:24,2,311.95,0.1,561.51,Efectivo,VEND07,ONLINE,117.92,2.52,Cancelado,,ARS
DET01684,VNT-2025-1249-1167,CL0119,PROD-ALI-0012,2024-08-23 12:21:34,5,396.25,0.2,1585.0,Contra Reembolso,VEND05,ONLINE,332.85,9.47,Cancelado,,EUR
DET01685,VNT-2025-1249-1167,CL0119,PROD-ROP-0911,2024-08-23 12:21:34,5,270.35,0.1,1216.58,Contra Reembolso,VEND05,ONLINE,255.48,9.47,Cancelado,,EUR
DET01686,VNT-2025-1249-1167,CL0119,PROD-JUG-1125,2024-08-23 12:21:34,3,216.21,0.1,583.77,Contra Reembolso,VEND05,ONLINE,122.59,9.47,Cancelado,,EUR
DET01687,VNT-2025-1249-1167,CL0119,PROD-COS-1382,2024-08-23 12:21:34,1,318.09,0.15,270.38,Contra Reembolso,VEND05,ONLINE,56.78,9.47,Cancelado,,EUR
DET01688,VNT-2025-1249-1168,CL0486,PROD-LIB-0584,2025-01-01 15:33:59,3,110.15,0.0,330.45,Tarjeta Débito,VEND06,TIENDA-BOG,69.39,0,Pendiente Pago,,EUR
DET01689,VNT-2025-1249-1169,CL1410,PROD-ALI-0078,2024-10-04 23:44:37,5,142.77,0.15,606.77,Bizum,VEND04,TIENDA-MAD,127.42,0,Procesando,,EUR
DET01690,VNT-2025-1249-1170,CL1598,PROD-ROP-1238,2024-04-09 21:11:24,1,374.9,0.0,374.9,Tarjeta Crédito,VEND01,TIENDA-BOG,78.73,0,Entregado,TRK760720223US,MXN
DET01691,VNT-2025-1249-1171,CL1924,PROD-HOG-0627,2024-09-25 16:36:28,2,142.1,0.0,284.2,Tarjeta Crédito,VEND01,TIENDA-MAD,59.68,0,Procesando,,ARS
DET01692,VNT-2025-1249-1172,CL1340,PROD-JUG-0394,2024-08-09 14:50:32,1,221.11,0.15,187.94,PayPal,VEND14,TELEFONO,39.47,0,Procesando,,MXN
DET01693,VNT-2025-1249-1172,CL1340,PROD-LIB-0709,2024-08-09 14:50:32,5,17.93,0.0,89.65,PayPal,VEND14,TELEFONO,18.83,0,Procesando,,MXN
DET01694,VNT-2025-1249-1173,CL0027,PROD-ROP-0907,2025-02-02 13:02:58,2,92.08,0.05,174.95,Efectivo,VEND10,TIENDA-MAD,36.74,0,Procesando,,ARS
DET01695,VNT-2025-1249-1174,CL1565,PROD-JUG-0029,2024-05-28 05:46:14,4,249.3,0.1,897.48,Bizum,VEND09,TELEFONO,188.47,0,Enviado,TRK505790007MX,EUR
DET01696,VNT-2025-1249-1175,CL0136,PROD-ELE-0350,2025-01-27 08:27:42,3,354.71,0.0,1064.13,Tarjeta Débito,VEND_ONLINE,TIENDA-BCN,223.47,0,Pendiente Pago,,ARS
DET01697,VNT-2025-1249-1175,CL0136,PROD-ELE-0056,2025-01-27 08:27:42,4,202.76,0.15,689.38,Tarjeta Débito,VEND_ONLINE,TIENDA-BCN,144.77,0,Pendiente Pago,,ARS
DET01698,VNT-2025-1249-1175,CL0136,PROD-ALI-0346,2025-01-27 08:27:42,3,468.94,0.15,1195.8,Tarjeta Débito,VEND_ONLINE,TIENDA-BCN,251.12,0,Pendiente Pago,,ARS
DET01699,VNT-2025-1249-1176,CL0463,PROD-COS-0698,2024-11-17 23:40:29,3,230.3,0.15,587.27,Contra Reembolso,VEND13,TIENDA-MEX,123.33,0,Cancelado,,COP
DET01700,VNT-2025-1249-1176,CL0463,PROD-LIB-1343,2024-11-17 23:40:29,2,89.8,0.1,161.64,Contra Reembolso,VEND13,TIENDA-MEX,33.94,0,Cancelado,,COP
DET01701,VNT-2025-1249-1177,CL1009,PROD-ELE-0856,2024-12-30 22:22:29,1,297.59,0.2,238.07,Contra Reembolso,VEND07,TELEFONO,49.99,0,Devuelto,,COP
DET01702,VNT-2025-1249-1178,CL1628,PROD-COS-1686,2024-07-30 04:44:10,1,61.64,0.0,61.64,Contra Reembolso,VEND13,APP,12.94,0,Pendiente Pago,,ARS
DET01703,VNT-2025-1249-1179,CL0553,PROD-ALI-0031,2024-11-22 18:59:13,2,312.61,0.1,562.7,Bizum,VEND15,TIENDA-MAD,118.17,0,Cancelado,,EUR
DET01704,VNT-2025-1249-1179,CL0553,PROD-ELE-1687,2024-11-22 18:59:13,2,498.13,0.15,846.82,Bizum,VEND15,TIENDA-MAD,177.83,0,Cancelado,,EUR
DET01705,VNT-2025-1249-1179,CL0553,PROD-ROP-0766,2024-11-22 18:59:13,2,407.52,0.2,652.03,Bizum,VEND15,TIENDA-MAD,136.93,0,Cancelado,,EUR
DET01706,VNT-2025-1249-1180,CL0503,PROD-HOG-1728,2024-10-25 02:11:01,3,134.25,0.1,362.48,PayPal,VEND10,ONLINE,76.12,8.59,Cancelado,,COP
DET01707,VNT-2025-1249-1181,CL0233,PROD-ALI-0332,2024-10-29 05:33:16,2,82.71,0.2,132.34,PayPal,VEND01,ONLINE,27.79,22.69,Pendiente Pago,,ARS
DET01708,VNT-2025-1249-1182,CL1938,PROD-ELE-0504,2024-12-08 17:06:12,4,62.53,0.1,225.11,Transferencia,VEND01,APP,47.27,0,Entregado,TRK310090499MX,ARS
DET01709,VNT-2025-1249-1183,CL1566,PROD-LIB-1187,2024-06-16 17:48:33,3,325.65,0.15,830.41,Bizum,VEND12,TIENDA-MAD,174.39,0,Entregado,TRK490870487MX,COP
DET01710,VNT-2025-1249-1183,CL1566,PROD-ELE-0547,2024-06-16 17:48:33,4,353.97,0.0,1415.88,Bizum,VEND12,TIENDA-MAD,297.33,0,Entregado,TRK490870487MX,COP
DET01711,VNT-2025-1249-1184,CL0634,PROD-COS-0444,2025-01-02 04:41:18,2,358.24,0.1,644.83,Tarjeta Débito,VEND05,TIENDA-MAD,135.41,0,Procesando,,USD
DET01712,VNT-2025-1249-1184,CL0634,PROD-ROP-0630,2025-01-02 04:41:18,1,277.14,0.0,277.14,Tarjeta Débito,VEND05,TIENDA-MAD,58.2,0,Procesando,,USD
DET01713,VNT-2025-1249-1184,CL0634,PROD-COS-1746,2025-01-02 04:41:18,5,405.09,0.2,1620.36,Tarjeta Débito,VEND05,TIENDA-MAD,340.28,0,Procesando,,USD
DET01714,VNT-2025-1249-1185,CL1973,PROD-ELE-0966,2024-05-28 21:42:43,5,17.18,0.1,77.31,Tarjeta Crédito,VEND02,ONLINE,16.24,7.7,Entregado,TRK811371156CO,EUR
DET01715,VNT-2025-1249-1186,CL0299,PROD-COS-1392,2025-03-12 00:05:12,4,177.27,0.05,673.63,Efectivo,VEND_ONLINE,ONLINE,141.46,20.76,Procesando,,COP
